order id,return date,return reason,days to return
ORD00007375,,,
ORD00007376,30-08-2023,Defective,30
ORD00007377,,,
ORD00007378,17-12-2023,Changed mind,9
ORD00007379,13-04-2023,Defective,12
ORD00007380,,,
ORD00007381,,,
ORD00007382,,,
ORD00007383,08-09-2023,Defective,21
ORD00007384,,,
ORD00007385,,,
ORD00007386,03-05-2023,Changed mind,9
ORD00007387,10-02-2023,Changed mind,10
ORD00007388,,,
ORD00007389,27-02-2024,Defective,6
ORD00007390,,,
ORD00007391,,,
ORD00007392,09-05-2024,Changed mind,16
ORD00007393,,,
ORD00007394,04-02-2024,Wrong item,5
ORD00007395,,,
ORD00007396,24-03-2023,Wrong item,3
ORD00007397,20-07-2024,Not as described,27
ORD00007398,11-11-2023,Wrong item,20
ORD00007399,,,
ORD00007400,,,
ORD00007401,,,
ORD00007402,,,
ORD00007403,,,
ORD00007404,26-10-2023,Wrong item,4
ORD00007405,,,
ORD00007406,28-02-2024,Not as described,30
ORD00007407,02-04-2023,Wrong item,28
ORD00007408,25-12-2023,Not as described,6
ORD00007409,,,
ORD00007410,,,
ORD00007411,,,
ORD00007412,,,
ORD00007413,16-03-2023,Defective,24
ORD00007414,,,
ORD00007415,25-07-2023,Defective,16
ORD00007416,,,
ORD00007417,16-11-2023,Wrong item,20
ORD00007418,,,
ORD00007419,,,
ORD00007420,,,
ORD00007421,13-03-2024,Changed mind,22
ORD00007422,24-11-2023,Defective,5
ORD00007423,01-07-2023,Defective,1
ORD00007424,,,
ORD00007425,,,
ORD00007426,05-01-2024,Not as described,18
ORD00007427,19-07-2024,Wrong item,6
ORD00007428,,,
ORD00007429,16-05-2024,Defective,15
ORD00007430,,,
ORD00007431,,,
ORD00007432,08-12-2023,Changed mind,29
ORD00007433,17-05-2023,Not as described,2
ORD00007434,14-04-2023,Defective,20
ORD00007435,26-04-2023,Changed mind,28
ORD00007436,,,
ORD00007437,30-10-2024,Wrong item,30
ORD00007438,16-11-2024,Wrong item,20
ORD00007439,16-07-2024,Not as described,9
ORD00007440,,,
ORD00007441,,,
ORD00007442,15-04-2023,Wrong item,6
ORD00007443,,,
ORD00007444,,,
ORD00007445,,,
ORD00007446,30-06-2023,Not as described,25
ORD00007447,06-09-2023,Defective,7
ORD00007448,16-05-2024,Defective,26
ORD00007449,03-03-2024,Wrong item,17
ORD00007450,,,
ORD00007451,10-04-2023,Not as described,9
ORD00007452,05-01-2024,Wrong item,19
ORD00007453,,,
ORD00007454,,,
ORD00007455,,,
ORD00007456,,,
ORD00007457,,,
ORD00007458,07-09-2024,Changed mind,24
ORD00007459,,,
ORD00007460,,,
ORD00007461,,,
ORD00007462,03-09-2024,Not as described,19
ORD00007463,,,
ORD00007464,22-03-2024,Changed mind,29
ORD00007465,,,
ORD00007466,,,
ORD00007467,,,
ORD00007468,13-06-2024,Not as described,0
ORD00007469,06-12-2023,Wrong item,29
ORD00007470,01-06-2024,Defective,13
ORD00007471,,,
ORD00007472,23-02-2024,Wrong item,20
ORD00007473,,,
ORD00007474,04-07-2023,Defective,19
ORD00007475,,,
ORD00007476,07-02-2024,Changed mind,29
ORD00007477,,,
ORD00007478,06-10-2023,Not as described,28
ORD00007479,26-08-2023,Not as described,24
ORD00007480,15-07-2024,Wrong item,10
ORD00007481,30-07-2024,Wrong item,27
ORD00007482,,,
ORD00007483,,,
ORD00007484,18-09-2024,Changed mind,12
ORD00007485,,,
ORD00007486,14-04-2024,Not as described,8
ORD00007487,06-05-2023,Not as described,6
ORD00007488,27-01-2024,Defective,19
ORD00007489,,,
ORD00007490,18-12-2023,Wrong item,26
ORD00007491,,,
ORD00007492,15-09-2024,Not as described,0
ORD00007493,,,
ORD00007494,,,
ORD00007495,,,
ORD00007496,,,
ORD00007497,,,
ORD00007498,,,
ORD00007499,,,
ORD00007500,,,
ORD00007501,,,
ORD00007502,26-11-2023,Changed mind,1
ORD00007503,06-08-2024,Defective,21
ORD00007504,13-12-2024,Defective,30
ORD00007505,,,
ORD00007506,13-08-2023,Not as described,10
ORD00007507,,,
ORD00007508,,,
ORD00007509,,,
ORD00007510,,,
ORD00007511,08-08-2024,Not as described,8
ORD00007512,06-09-2024,Changed mind,29
ORD00007513,24-08-2023,Wrong item,19
ORD00007514,,,
ORD00007515,,,
ORD00007516,06-03-2024,Wrong item,8
ORD00007517,26-09-2024,Defective,29
ORD00007518,,,
ORD00007519,,,
ORD00007520,,,
ORD00007521,,,
ORD00007522,04-02-2023,Not as described,14
ORD00007523,,,
ORD00007524,,,
ORD00007525,,,
ORD00007526,13-12-2024,Defective,21
ORD00007527,04-10-2024,Changed mind,15
ORD00007528,01-06-2023,Changed mind,20
ORD00007529,03-04-2023,Defective,14
ORD00007530,26-10-2023,Not as described,17
ORD00007531,,,
ORD00007532,,,
ORD00007533,,,
ORD00007534,,,
ORD00007535,,,
ORD00007536,24-11-2023,Defective,28
ORD00007537,04-05-2024,Defective,7
ORD00007538,,,
ORD00007539,,,
ORD00007540,,,
ORD00007541,09-05-2024,Defective,28
ORD00007542,,,
ORD00007543,23-11-2024,Changed mind,8
ORD00007544,20-05-2024,Changed mind,14
ORD00007545,,,
ORD00007546,26-05-2023,Defective,29
ORD00007547,17-08-2023,Changed mind,24
ORD00007548,,,
ORD00007549,23-03-2024,Changed mind,2
ORD00007550,,,
ORD00007551,,,
ORD00007552,16-10-2024,Defective,20
ORD00007553,,,
ORD00007554,13-10-2023,Changed mind,30
ORD00007555,05-05-2023,Defective,25
ORD00007556,,,
ORD00007557,,,
ORD00007558,09-08-2023,Not as described,30
ORD00007559,02-12-2023,Defective,26
ORD00007560,25-03-2024,Not as described,21
ORD00007561,,,
ORD00007562,30-04-2023,Not as described,21
ORD00007563,23-03-2023,Changed mind,13
ORD00007564,,,
ORD00007565,,,
ORD00007566,16-01-2023,Wrong item,9
ORD00007567,20-07-2023,Changed mind,15
ORD00007568,,,
ORD00007569,,,
ORD00007570,,,
ORD00007571,,,
ORD00007572,10-02-2023,Not as described,26
ORD00007573,,,
ORD00007574,,,
ORD00007575,05-02-2023,Wrong item,6
ORD00007576,22-05-2023,Defective,23
ORD00007577,21-10-2024,Not as described,20
ORD00007578,,,
ORD00007579,14-08-2023,Not as described,8
ORD00007580,,,
ORD00007581,16-07-2024,Changed mind,19
ORD00007582,05-08-2023,Not as described,30
ORD00007583,14-02-2024,Not as described,16
ORD00007584,,,
ORD00007585,08-02-2023,Defective,26
ORD00007586,,,
ORD00007587,,,
ORD00007588,27-05-2023,Defective,19
ORD00007589,,,
ORD00007590,,,
ORD00007591,24-04-2024,Changed mind,8
ORD00007592,02-05-2023,Changed mind,15
ORD00007593,18-06-2023,Wrong item,2
ORD00007594,,,
ORD00007595,21-02-2023,Changed mind,6
ORD00007596,,,
ORD00007597,,,
ORD00007598,,,
ORD00007599,08-02-2023,Changed mind,25
ORD00007600,06-01-2024,Changed mind,9
ORD00007601,,,
ORD00007602,,,
ORD00007603,,,
ORD00007604,,,
ORD00007605,21-10-2023,Wrong item,22
ORD00007606,,,
ORD00007607,18-03-2024,Defective,3
ORD00007608,,,
ORD00007609,24-08-2024,Defective,22
ORD00007610,,,
ORD00007611,03-02-2023,Not as described,29
ORD00007612,06-04-2023,Wrong item,3
ORD00007613,,,
ORD00007614,,,
ORD00007615,,,
ORD00007616,17-01-2023,Wrong item,6
ORD00007617,10-01-2024,Defective,16
ORD00007618,,,
ORD00007619,,,
ORD00007620,22-08-2023,Changed mind,30
ORD00007621,,,
ORD00007622,07-06-2023,Defective,15
ORD00007623,08-02-2023,Changed mind,10
ORD00007624,,,
ORD00007625,,,
ORD00007626,28-10-2024,Defective,28
ORD00007627,,,
ORD00007628,,,
ORD00007629,,,
ORD00007630,,,
ORD00007631,29-10-2023,Not as described,4
ORD00007632,,,
ORD00007633,,,
ORD00007634,22-02-2023,Wrong item,1
ORD00007635,,,
ORD00007636,23-07-2024,Defective,10
ORD00007637,11-05-2023,Defective,7
ORD00007638,29-06-2023,Not as described,11
ORD00007639,,,
ORD00007640,12-03-2023,Not as described,17
ORD00007641,,,
ORD00007642,,,
ORD00007643,11-08-2024,Defective,14
ORD00007644,15-04-2023,Wrong item,0
ORD00007645,,,
ORD00007646,,,
ORD00007647,08-12-2024,Wrong item,27
ORD00007648,10-04-2023,Wrong item,5
ORD00007649,,,
ORD00007650,,,
ORD00007651,26-11-2024,Changed mind,1
ORD00007652,25-07-2023,Wrong item,27
ORD00007653,26-02-2024,Wrong item,12
ORD00007654,,,
ORD00007655,,,
ORD00007656,14-12-2024,Not as described,23
ORD00007657,,,
ORD00007658,,,
ORD00007659,23-03-2023,Wrong item,0
ORD00007660,,,
ORD00007661,30-12-2024,Wrong item,16
ORD00007662,23-05-2024,Wrong item,25
ORD00007663,22-02-2024,Not as described,15
ORD00007664,07-08-2023,Defective,14
ORD00007665,14-01-2024,Changed mind,8
ORD00007666,13-01-2024,Changed mind,13
ORD00007667,18-09-2024,Defective,1
ORD00007668,,,
ORD00007669,,,
ORD00007670,,,
ORD00007671,,,
ORD00007672,,,
ORD00007673,28-09-2023,Wrong item,30
ORD00007674,12-10-2024,Defective,12
ORD00007675,,,
ORD00007676,,,
ORD00007677,,,
ORD00007678,14-05-2023,Changed mind,28
ORD00007679,,,
ORD00007680,26-05-2024,Defective,3
ORD00007681,,,
ORD00007682,20-01-2023,Wrong item,9
ORD00007683,02-06-2023,Changed mind,27
ORD00007684,15-03-2023,Defective,21
ORD00007685,,,
ORD00007686,16-05-2023,Changed mind,3
ORD00007687,,,
ORD00007688,09-10-2023,Wrong item,30
ORD00007689,,,
ORD00007690,10-06-2023,Not as described,23
ORD00007691,,,
ORD00007692,26-06-2024,Not as described,8
ORD00007693,20-10-2023,Defective,8
ORD00007694,,,
ORD00007695,,,
ORD00007696,18-01-2023,Changed mind,17
ORD00007697,,,
ORD00007698,,,
ORD00007699,,,
ORD00007700,,,
ORD00007701,,,
ORD00007702,11-10-2023,Changed mind,25
ORD00007703,,,
ORD00007704,,,
ORD00007705,22-04-2023,Wrong item,23
ORD00007706,19-11-2023,Changed mind,27
ORD00007707,27-11-2023,Defective,16
ORD00007708,04-01-2025,Defective,24
ORD00007709,,,
ORD00007710,08-09-2023,Wrong item,9
ORD00007711,06-07-2024,Not as described,18
ORD00007712,,,
ORD00007713,12-02-2023,Defective,8
ORD00007714,23-10-2024,Wrong item,25
ORD00007715,26-01-2024,Changed mind,9
ORD00007716,,,
ORD00007717,17-09-2024,Defective,6
ORD00007718,,,
ORD00007719,25-08-2024,Defective,19
ORD00007720,19-06-2023,Not as described,17
ORD00007721,,,
ORD00007722,,,
ORD00007723,13-11-2023,Changed mind,16
ORD00007724,,,
ORD00007725,,,
ORD00007726,24-08-2023,Wrong item,3
ORD00007727,12-03-2024,Changed mind,27
ORD00007728,14-12-2024,Not as described,1
ORD00007729,,,
ORD00007730,01-01-2024,Wrong item,13
ORD00007731,,,
ORD00007732,22-09-2024,Changed mind,20
ORD00007733,,,
ORD00007734,21-09-2023,Wrong item,5
ORD00007735,,,
ORD00007736,05-05-2024,Changed mind,6
ORD00007737,,,
ORD00007738,,,
ORD00007739,15-10-2023,Wrong item,25
ORD00007740,,,
ORD00007741,28-01-2024,Not as described,1
ORD00007742,24-11-2023,Defective,26
ORD00007743,04-04-2023,Not as described,4
ORD00007744,07-04-2023,Changed mind,19
ORD00007745,,,
ORD00007746,29-08-2024,Not as described,14
ORD00007747,28-12-2023,Not as described,25
ORD00007748,,,
ORD00007749,,,
ORD00007750,05-10-2023,Defective,10
ORD00007751,03-01-2025,Not as described,5
ORD00007752,16-02-2023,Defective,14
ORD00007753,,,
ORD00007754,,,
ORD00007755,,,
ORD00007756,,,
ORD00007757,,,
ORD00007758,25-02-2024,Wrong item,1
ORD00007759,01-11-2024,Changed mind,29
ORD00007760,,,
ORD00007761,,,
ORD00007762,,,
ORD00007763,22-10-2024,Not as described,21
ORD00007764,17-01-2024,Defective,20
ORD00007765,,,
ORD00007766,,,
ORD00007767,,,
ORD00007768,,,
ORD00007769,,,
ORD00007770,22-01-2023,Wrong item,5
ORD00007771,,,
ORD00007772,27-07-2023,Not as described,29
ORD00007773,29-09-2023,Wrong item,4
ORD00007774,,,
ORD00007775,06-03-2024,Changed mind,20
ORD00007776,24-07-2023,Changed mind,14
ORD00007777,16-10-2024,Wrong item,16
ORD00007778,,,
ORD00007779,11-06-2023,Changed mind,16
ORD00007780,07-09-2024,Changed mind,5
ORD00007781,,,
ORD00007782,25-12-2023,Not as described,20
ORD00007783,,,
ORD00007784,29-01-2023,Wrong item,7
ORD00007785,12-09-2024,Wrong item,22
ORD00007786,08-02-2023,Changed mind,2
ORD00007787,,,
ORD00007788,,,
ORD00007789,,,
ORD00007790,05-06-2024,Changed mind,8
ORD00007791,,,
ORD00007792,13-09-2023,Defective,30
ORD00007793,11-09-2024,Wrong item,19
ORD00007794,,,
ORD00007795,27-06-2024,Changed mind,28
ORD00007796,,,
ORD00007797,18-10-2023,Not as described,7
ORD00007798,30-08-2024,Not as described,8
ORD00007799,,,
ORD00007800,26-09-2023,Defective,20
ORD00007801,30-01-2023,Defective,10
ORD00007802,,,
ORD00007803,24-12-2024,Changed mind,10
ORD00007804,29-11-2024,Changed mind,22
ORD00007805,,,
ORD00007806,22-03-2024,Defective,3
ORD00007807,28-06-2023,Changed mind,19
ORD00007808,18-04-2024,Changed mind,16
ORD00007809,,,
ORD00007810,30-01-2023,Changed mind,22
ORD00007811,07-11-2023,Wrong item,26
ORD00007812,29-04-2023,Defective,12
ORD00007813,01-08-2024,Wrong item,24
ORD00007814,,,
ORD00007815,13-03-2023,Not as described,3
ORD00007816,15-10-2023,Defective,2
ORD00007817,24-07-2024,Not as described,12
ORD00007818,,,
ORD00007819,30-10-2023,Not as described,27
ORD00007820,11-02-2024,Wrong item,16
ORD00007821,,,
ORD00007822,17-03-2024,Wrong item,10
ORD00007823,23-08-2024,Changed mind,17
ORD00007824,,,
ORD00007825,,,
ORD00007826,29-01-2024,Not as described,4
ORD00007827,30-04-2024,Changed mind,17
ORD00007828,08-03-2024,Changed mind,22
ORD00007829,,,
ORD00007830,01-05-2023,Not as described,20
ORD00007831,10-02-2024,Changed mind,10
ORD00007832,23-04-2023,Not as described,9
ORD00007833,06-01-2024,Not as described,6
ORD00007834,,,
ORD00007835,,,
ORD00007836,,,
ORD00007837,,,
ORD00007838,,,
ORD00007839,20-02-2023,Not as described,0
ORD00007840,09-06-2024,Changed mind,5
ORD00007841,,,
ORD00007842,,,
ORD00007843,13-04-2023,Wrong item,6
ORD00007844,07-12-2023,Not as described,2
ORD00007845,,,
ORD00007846,30-06-2024,Wrong item,0
ORD00007847,23-10-2024,Not as described,2
ORD00007848,18-01-2025,Changed mind,23
ORD00007849,09-02-2024,Changed mind,26
ORD00007850,,,
ORD00007851,,,
ORD00007852,,,
ORD00007853,,,
ORD00007854,27-08-2023,Wrong item,10
ORD00007855,,,
ORD00007856,,,
ORD00007857,,,
ORD00007858,16-12-2023,Not as described,1
ORD00007859,,,
ORD00007860,,,
ORD00007861,,,
ORD00007862,,,
ORD00007863,09-03-2023,Wrong item,3
ORD00007864,,,
ORD00007865,18-09-2023,Defective,17
ORD00007866,28-01-2025,Defective,30
ORD00007867,06-03-2024,Defective,26
ORD00007868,11-02-2024,Changed mind,19
ORD00007869,22-09-2023,Wrong item,30
ORD00007870,,,
ORD00007871,27-09-2024,Changed mind,18
ORD00007872,14-06-2024,Not as described,19
ORD00007873,,,
ORD00007874,,,
ORD00007875,,,
ORD00007876,,,
ORD00007877,03-03-2023,Defective,0
ORD00007878,27-09-2023,Changed mind,19
ORD00007879,11-03-2023,Defective,22
ORD00007880,,,
ORD00007881,,,
ORD00007882,14-12-2023,Wrong item,21
ORD00007883,15-05-2023,Wrong item,17
ORD00007884,,,
ORD00007885,,,
ORD00007886,01-03-2024,Defective,19
ORD00007887,,,
ORD00007888,,,
ORD00007889,06-07-2023,Changed mind,17
ORD00007890,06-01-2024,Changed mind,11
ORD00007891,12-07-2024,Changed mind,14
ORD00007892,,,
ORD00007893,,,
ORD00007894,14-05-2023,Defective,19
ORD00007895,,,
ORD00007896,27-05-2023,Changed mind,24
ORD00007897,,,
ORD00007898,02-07-2023,Changed mind,18
ORD00007899,28-04-2024,Wrong item,23
ORD00007900,,,
ORD00007901,24-06-2023,Defective,6
ORD00007902,,,
ORD00007903,19-08-2023,Not as described,1
ORD00007904,,,
ORD00007905,22-02-2024,Defective,5
ORD00007906,,,
ORD00007907,11-11-2024,Wrong item,9
ORD00007908,,,
ORD00007909,,,
ORD00007910,23-07-2024,Defective,24
ORD00007911,05-01-2024,Not as described,30
ORD00007912,,,
ORD00007913,,,
ORD00007914,06-02-2024,Defective,11
ORD00007915,02-09-2024,Wrong item,10
ORD00007916,12-04-2024,Not as described,3
ORD00007917,,,
ORD00007918,,,
ORD00007919,,,
ORD00007920,15-11-2023,Changed mind,28
ORD00007921,10-07-2024,Wrong item,2
ORD00007922,,,
ORD00007923,,,
ORD00007924,23-04-2024,Wrong item,17
ORD00007925,23-07-2023,Not as described,11
ORD00007926,27-08-2024,Wrong item,30
ORD00007927,27-10-2023,Changed mind,4
ORD00007928,,,
ORD00007929,,,
ORD00007930,,,
ORD00007931,28-04-2023,Defective,16
ORD00007932,,,
ORD00007933,15-07-2024,Defective,21
ORD00007934,,,
ORD00007935,,,
ORD00007936,11-12-2023,Changed mind,25
ORD00007937,03-03-2024,Not as described,20
ORD00007938,19-08-2024,Changed mind,6
ORD00007939,,,
ORD00007940,,,
ORD00007941,,,
ORD00007942,,,
ORD00007943,07-10-2024,Wrong item,20
ORD00007944,,,
ORD00007945,03-05-2023,Defective,22
ORD00007946,16-02-2023,Defective,16
ORD00007947,02-06-2024,Changed mind,22
ORD00007948,24-11-2023,Wrong item,1
ORD00007949,,,
ORD00007950,10-11-2023,Not as described,4
ORD00007951,,,
ORD00007952,17-12-2024,Changed mind,10
ORD00007953,28-06-2023,Defective,12
ORD00007954,09-03-2024,Not as described,27
ORD00007955,28-11-2023,Not as described,26
ORD00007956,03-04-2024,Not as described,20
ORD00007957,28-10-2023,Wrong item,18
ORD00007958,,,
ORD00007959,27-12-2024,Not as described,0
ORD00007960,31-12-2023,Changed mind,25
ORD00007961,,,
ORD00007962,06-12-2024,Changed mind,3
ORD00007963,08-12-2023,Not as described,0
ORD00007964,03-05-2024,Wrong item,16
ORD00007965,16-11-2024,Defective,19
ORD00007966,,,
ORD00007967,,,
ORD00007968,07-01-2024,Wrong item,15
ORD00007969,,,
ORD00007970,26-12-2024,Wrong item,21
ORD00007971,27-02-2024,Wrong item,6
ORD00007972,,,
ORD00007973,11-11-2024,Changed mind,25
ORD00007974,28-03-2024,Wrong item,19
ORD00007975,03-10-2024,Changed mind,13
ORD00007976,,,
ORD00007977,26-05-2023,Defective,2
ORD00007978,,,
ORD00007979,,,
ORD00007980,,,
ORD00007981,20-03-2024,Not as described,8
ORD00007982,21-02-2024,Changed mind,13
ORD00007983,,,
ORD00007984,,,
ORD00007985,22-08-2024,Changed mind,0
ORD00007986,,,
ORD00007987,,,
ORD00007988,,,
ORD00007989,02-12-2023,Wrong item,22
ORD00007990,,,
ORD00007991,,,
ORD00007992,,,
ORD00007993,,,
ORD00007994,14-07-2023,Wrong item,13
ORD00007995,12-05-2024,Changed mind,0
ORD00007996,,,
ORD00007997,17-08-2023,Changed mind,1
ORD00007998,01-10-2023,Not as described,10
ORD00007999,,,
ORD00008000,,,
ORD00008001,,,
ORD00008002,,,
ORD00008003,,,
ORD00008004,,,
ORD00008005,,,
ORD00008006,03-03-2024,Defective,26
ORD00008007,16-07-2023,Not as described,24
ORD00008008,,,
ORD00008009,09-10-2023,Wrong item,1
ORD00008010,,,
ORD00008011,,,
ORD00008012,10-12-2024,Changed mind,5
ORD00008013,23-08-2023,Wrong item,3
ORD00008014,14-03-2024,Changed mind,9
ORD00008015,,,
ORD00008016,20-03-2024,Changed mind,19
ORD00008017,05-09-2023,Not as described,22
ORD00008018,,,
ORD00008019,,,
ORD00008020,22-06-2024,Defective,14
ORD00008021,,,
ORD00008022,09-02-2023,Changed mind,26
ORD00008023,,,
ORD00008024,,,
ORD00008025,,,
ORD00008026,18-08-2024,Defective,12
ORD00008027,18-02-2024,Wrong item,21
ORD00008028,07-11-2023,Defective,23
ORD00008029,21-04-2023,Defective,26
ORD00008030,19-03-2024,Defective,26
ORD00008031,24-04-2024,Wrong item,10
ORD00008032,,,
ORD00008033,12-02-2023,Not as described,12
ORD00008034,08-01-2025,Defective,30
ORD00008035,21-11-2023,Not as described,25
ORD00008036,08-06-2024,Changed mind,21
ORD00008037,,,
ORD00008038,,,
ORD00008039,,,
ORD00008040,19-05-2024,Changed mind,3
ORD00008041,08-07-2023,Changed mind,22
ORD00008042,28-12-2024,Defective,10
ORD00008043,15-01-2024,Changed mind,18
ORD00008044,,,
ORD00008045,26-05-2023,Changed mind,23
ORD00008046,16-02-2024,Changed mind,25
ORD00008047,15-01-2025,Wrong item,18
ORD00008048,,,
ORD00008049,16-06-2024,Defective,9
ORD00008050,,,
ORD00008051,,,
ORD00008052,25-11-2023,Not as described,19
ORD00008053,,,
ORD00008054,25-03-2023,Not as described,23
ORD00008055,28-02-2023,Defective,6
ORD00008056,20-11-2023,Defective,25
ORD00008057,,,
ORD00008058,23-12-2024,Not as described,18
ORD00008059,,,
ORD00008060,,,
ORD00008061,,,
ORD00008062,30-06-2023,Changed mind,16
ORD00008063,,,
ORD00008064,,,
ORD00008065,02-06-2023,Defective,29
ORD00008066,,,
ORD00008067,26-10-2023,Wrong item,16
ORD00008068,09-08-2023,Defective,1
ORD00008069,,,
ORD00008070,27-06-2024,Defective,20
ORD00008071,,,
ORD00008072,14-02-2024,Wrong item,12
ORD00008073,,,
ORD00008074,06-07-2024,Wrong item,0
ORD00008075,02-01-2024,Not as described,12
ORD00008076,,,
ORD00008077,,,
ORD00008078,14-02-2024,Defective,11
ORD00008079,,,
ORD00008080,18-08-2024,Defective,4
ORD00008081,05-12-2024,Changed mind,5
ORD00008082,20-01-2024,Not as described,24
ORD00008083,,,
ORD00008084,,,
ORD00008085,13-09-2023,Wrong item,4
ORD00008086,20-09-2023,Wrong item,28
ORD00008087,,,
ORD00008088,,,
ORD00008089,,,
ORD00008090,,,
ORD00008091,18-06-2024,Defective,5
ORD00008092,,,
ORD00008093,,,
ORD00008094,,,
ORD00008095,31-03-2024,Changed mind,17
ORD00008096,02-01-2024,Defective,11
ORD00008097,,,
ORD00008098,,,
ORD00008099,26-03-2023,Changed mind,4
ORD00008100,,,
ORD00008101,12-01-2024,Not as described,11
ORD00008102,,,
ORD00008103,23-09-2024,Wrong item,9
ORD00008104,02-10-2024,Wrong item,25
ORD00008105,28-04-2024,Wrong item,20
ORD00008106,13-05-2023,Changed mind,23
ORD00008107,11-05-2023,Changed mind,13
ORD00008108,09-08-2024,Defective,9
ORD00008109,,,
ORD00008110,15-11-2023,Not as described,24
ORD00008111,,,
ORD00008112,,,
ORD00008113,14-01-2023,Not as described,7
ORD00008114,21-09-2024,Not as described,0
ORD00008115,02-06-2024,Not as described,14
ORD00008116,04-10-2024,Wrong item,19
ORD00008117,28-11-2024,Not as described,26
ORD00008118,28-01-2023,Defective,1
ORD00008119,07-06-2023,Changed mind,13
ORD00008120,,,
ORD00008121,,,
ORD00008122,17-11-2023,Defective,5
ORD00008123,09-07-2024,Defective,27
ORD00008124,,,
ORD00008125,06-05-2024,Wrong item,18
ORD00008126,15-09-2023,Changed mind,5
ORD00008127,,,
ORD00008128,23-09-2023,Defective,21
ORD00008129,,,
ORD00008130,18-05-2024,Wrong item,7
ORD00008131,,,
ORD00008132,,,
ORD00008133,28-07-2023,Changed mind,25
ORD00008134,21-11-2023,Not as described,13
ORD00008135,,,
ORD00008136,17-09-2023,Wrong item,13
ORD00008137,19-01-2024,Changed mind,17
ORD00008138,,,
ORD00008139,21-01-2023,Not as described,2
ORD00008140,20-01-2024,Wrong item,25
ORD00008141,04-11-2024,Defective,0
ORD00008142,,,
ORD00008143,,,
ORD00008144,,,
ORD00008145,,,
ORD00008146,10-01-2024,Defective,15
ORD00008147,21-04-2023,Wrong item,7
ORD00008148,18-08-2024,Wrong item,8
ORD00008149,,,
ORD00008150,13-10-2024,Changed mind,23
ORD00008151,,,
ORD00008152,,,
ORD00008153,28-07-2024,Defective,2
ORD00008154,,,
ORD00008155,19-05-2024,Defective,22
ORD00008156,,,
ORD00008157,16-05-2024,Wrong item,30
ORD00008158,18-11-2024,Changed mind,30
ORD00008159,,,
ORD00008160,18-08-2023,Not as described,7
ORD00008161,,,
ORD00008162,06-03-2023,Changed mind,0
ORD00008163,25-08-2024,Defective,9
ORD00008164,19-11-2023,Changed mind,23
ORD00008165,08-02-2024,Changed mind,1
ORD00008166,27-03-2024,Defective,2
ORD00008167,,,
ORD00008168,06-02-2023,Not as described,19
ORD00008169,,,
ORD00008170,,,
ORD00008171,,,
ORD00008172,,,
ORD00008173,01-03-2023,Defective,25
ORD00008174,,,
ORD00008175,,,
ORD00008176,,,
ORD00008177,05-10-2024,Defective,0
ORD00008178,,,
ORD00008179,29-05-2023,Not as described,20
ORD00008180,02-04-2024,Not as described,15
ORD00008181,08-02-2023,Changed mind,28
ORD00008182,12-04-2024,Changed mind,24
ORD00008183,,,
ORD00008184,,,
ORD00008185,26-12-2023,Not as described,10
ORD00008186,,,
ORD00008187,,,
ORD00008188,,,
ORD00008189,,,
ORD00008190,,,
ORD00008191,20-03-2024,Not as described,18
ORD00008192,03-11-2023,Not as described,23
ORD00008193,,,
ORD00008194,,,
ORD00008195,01-03-2023,Wrong item,17
ORD00008196,,,
ORD00008197,17-08-2023,Defective,25
ORD00008198,11-10-2024,Changed mind,8
ORD00008199,,,
ORD00008200,,,
ORD00008201,27-01-2024,Not as described,21
ORD00008202,08-01-2025,Not as described,11
ORD00008203,,,
ORD00008204,14-11-2023,Defective,7
ORD00008205,16-12-2023,Not as described,10
ORD00008206,19-12-2023,Not as described,1
ORD00008207,11-09-2024,Not as described,30
ORD00008208,22-12-2023,Wrong item,5
ORD00008209,04-01-2024,Not as described,15
ORD00008210,,,
ORD00008211,23-02-2024,Defective,27
ORD00008212,23-05-2024,Wrong item,17
ORD00008213,06-09-2024,Changed mind,30
ORD00008214,,,
ORD00008215,23-08-2023,Wrong item,7
ORD00008216,02-02-2024,Wrong item,21
ORD00008217,28-04-2024,Defective,30
ORD00008218,13-08-2024,Wrong item,4
ORD00008219,07-10-2023,Wrong item,6
ORD00008220,27-09-2024,Not as described,29
ORD00008221,,,
ORD00008222,,,
ORD00008223,,,
ORD00008224,,,
ORD00008225,07-02-2023,Wrong item,9
ORD00008226,,,
ORD00008227,,,
ORD00008228,,,
ORD00008229,04-06-2023,Defective,15
ORD00008230,27-05-2023,Wrong item,8
ORD00008231,,,
ORD00008232,05-01-2025,Changed mind,19
ORD00008233,,,
ORD00008234,,,
ORD00008235,05-08-2023,Defective,1
ORD00008236,15-05-2023,Changed mind,7
ORD00008237,10-05-2024,Wrong item,23
ORD00008238,,,
ORD00008239,17-02-2023,Not as described,15
ORD00008240,13-08-2024,Not as described,3
ORD00008241,09-08-2024,Not as described,18
ORD00008242,10-01-2025,Wrong item,17
ORD00008243,,,
ORD00008244,,,
ORD00008245,09-03-2024,Not as described,22
ORD00008246,,,
ORD00008247,,,
ORD00008248,01-03-2024,Wrong item,29
ORD00008249,,,
ORD00008250,,,
ORD00008251,,,
ORD00008252,,,
ORD00008253,,,
ORD00008254,12-10-2023,Not as described,5
ORD00008255,05-01-2024,Not as described,14
ORD00008256,,,
ORD00008257,,,
ORD00008258,,,
ORD00008259,15-04-2023,Not as described,23
ORD00008260,26-02-2023,Changed mind,25
